file	line	before	after
src\app\schemes\[id]\edit\page.tsx	8	import { Card as _Card, CardContent as _CardContent, CardHeader as _CardHeader, CardTitle } from '@/components/ui/card';	import { Card as _Card, CardContent as _CardContent, CardHeader as _CardHeader, CardTitle as _CardTitle } from '@/components/ui/card';
src\app\schemes\[id]\edit\page.tsx	37	  Edit,	  Edit as _Edit,
src\app\schemes\[id]\edit\page.tsx	40	  Folder,	  Folder as _Folder,
src\app\schemes\[id]\edit\page.tsx	47	  DropdownMenuSeparator,	  DropdownMenuSeparator as _DropdownMenuSeparator,
src\app\schemes\[id]\edit\page.tsx	91	  const router = useRouter();	  const _router = useRouter();
src\app\search\page.tsx	86	  const router = useRouter();	  const _router = useRouter();
src\app\search\page.tsx	198	  const highlightKeyword = (text: string, key: string) => {	  const highlightKeyword = (text: string, _key: string) => {
src\app\search\page.tsx	373	              {results?.data.map((result, index) => {	              {results?.data.map((result, _index) => {
src\app\settings\company-frameworks\page.tsx	27	  Table,	  Table as _Table,
src\app\settings\company-frameworks\page.tsx	28	  TableBody,	  TableBody as _TableBody,
src\app\settings\company-frameworks\page.tsx	29	  TableCell,	  TableCell as _TableCell,
src\app\settings\company-frameworks\page.tsx	30	  TableHead,	  TableHead as _TableHead,
src\app\settings\company-frameworks\page.tsx	31	  TableHeader,	  TableHeader as _TableHeader,
src\app\settings\company-frameworks\page.tsx	32	  TableRow,	  TableRow as _TableRow,
src\app\settings\company-frameworks\page.tsx	48	  FileText,	  FileText as _FileText,
src\app\settings\company-frameworks\page.tsx	178	    return items.map((chapter, index) => (	    return items.map((chapter, _index) => (
src\app\settings\company-frameworks\page.tsx	269	  const router = useRouter();	  const _router = useRouter();
src\app\settings\offline\page.tsx	3	import { useState, useEffect, useCallback } from 'react';	import { useState, useEffect, useCallback as _useCallback } from 'react';
src\app\settings\offline\page.tsx	26	  XCircle,	  XCircle as _XCircle,
src\app\settings\offline\page.tsx	45	  recordOfflineOperation,	  recordOfflineOperation as _recordOfflineOperation,
src\app\settings\offline\page.tsx	137	    } catch (error) {	    } catch (_error) {
src\app\settings\offline\page.tsx	156	    } catch (error) {	    } catch (_error) {
src\app\settings\offline\page.tsx	170	    } catch (error) {	    } catch (_error) {
src\app\settings\sessions\page.tsx	55	    } catch (err) {	    } catch (_err) {
src\app\settings\sessions\page.tsx	86	    } catch (err) {	    } catch (_err) {
src\app\settings\sessions\page.tsx	111	    } catch (err) {	    } catch (_err) {
src\app\support\applications\page.tsx	12	import { Card, CardContent, CardDescription, CardHeader, CardTitle } from '@/components/ui/card';	import { Card, CardContent, CardDescription, CardHeader, CardTitle as _CardTitle } from '@/components/ui/card';
src\app\support\applications\page.tsx	30	  Plus,	  Plus as _Plus,
src\app\support\applications\page.tsx	34	  Calendar,	  Calendar as _Calendar,
src\app\support\authorizations\[id]\page.tsx	11	import { Card, CardContent, CardDescription, CardHeader, CardTitle } from '@/components/ui/card';	import { Card, CardContent, CardDescription as _CardDescription, CardHeader, CardTitle } from '@/components/ui/card';
src\app\support\authorizations\[id]\page.tsx	23	  Clock,	  Clock as _Clock,
src\app\support\authorizations\[id]\page.tsx	25	  Truck,	  Truck as _Truck,
src\app\support\authorizations\[id]\page.tsx	26	  CheckCircle,	  CheckCircle as _CheckCircle,
src\app\support\authorizations\[id]\page.tsx	27	  XCircle,	  XCircle as _XCircle,
src\app\support\authorizations\[id]\page.tsx	28	  Plus,	  Plus as _Plus,
src\app\support\authorizations\page.tsx	12	import { Card, CardContent, CardDescription, CardHeader, CardTitle } from '@/components/ui/card';	import { Card, CardContent, CardDescription, CardHeader, CardTitle as _CardTitle } from '@/components/ui/card';
src\app\support\authorizations\page.tsx	46	  User,	  User as _User,
src\app\support\authorizations\page.tsx	47	  Building2,	  Building2 as _Building2,
src\app\support\authorizations\page.tsx	48	  Clock,	  Clock as _Clock,
src\app\support\authorizations\page.tsx	120	const TRACKING_STATUS_LABELS: Record<string, string> = {	const _TRACKING_STATUS_LABELS: Record<string, string> = {
src\app\support\partner-applications\[id]\page.tsx	31	  Phone,	  Phone as _Phone,
src\app\support\partner-applications\[id]\page.tsx	32	  MessageSquare,	  MessageSquare as _MessageSquare,
src\app\support\partner-applications\[id]\page.tsx	33	  FileText,	  FileText as _FileText,
src\app\support\partner-applications\[id]\page.tsx	34	  DollarSign,	  DollarSign as _DollarSign,
src\app\support\partner-applications\[id]\page.tsx	38	  XCircle,	  XCircle as _XCircle,
src\app\support\partner-applications\create\page.tsx	15	import { Separator } from '@/components/ui/separator';	import { Separator as _Separator } from '@/components/ui/separator';
src\app\support\partner-applications\create\page.tsx	213	          materials: materials.map(({ id, ...m }) => m),	          materials: materials.map(({ _id, ...m }) => m),
src\app\support\partner-applications\create\page.tsx	214	          fees: fees.map(({ id, ...f }) => f),	          fees: fees.map(({ _id, ...f }) => f),
src\app\support\partner-applications\create\page.tsx	215	          todos: todos.map(({ id, ...t }) => t),	          todos: todos.map(({ _id, ...t }) => t),
src\app\support\partner-applications\page.tsx	12	import { Card, CardContent, CardDescription, CardHeader, CardTitle } from '@/components/ui/card';	import { Card, CardContent, CardDescription, CardHeader, CardTitle as _CardTitle } from '@/components/ui/card';
src\app\support\partner-applications\page.tsx	36	import { toast } from 'sonner';	import { toast as _toast } from 'sonner';
src\app\support\price-applications\page.tsx	12	import { Card, CardContent, CardDescription, CardHeader, CardTitle } from '@/components/ui/card';	import { Card, CardContent, CardDescription, CardHeader, CardTitle as _CardTitle } from '@/components/ui/card';
src\app\support\price-applications\page.tsx	34	  Calendar,	  Calendar as _Calendar,
src\app\support\price-applications\page.tsx	36	import { toast } from 'sonner';	import { toast as _toast } from 'sonner';
src\app\support\sample-applications\[id]\page.tsx	22	  MapPin,	  MapPin as _MapPin,
src\app\support\sample-applications\page.tsx	12	import { Card, CardContent, CardDescription, CardHeader, CardTitle } from '@/components/ui/card';	import { Card, CardContent, CardDescription, CardHeader, CardTitle as _CardTitle } from '@/components/ui/card';
src\app\support\sample-applications\page.tsx	37	  DropdownMenu,	  DropdownMenu as _DropdownMenu,
src\app\support\sample-applications\page.tsx	38	  DropdownMenuContent,	  DropdownMenuContent as _DropdownMenuContent,
src\app\support\sample-applications\page.tsx	39	  DropdownMenuItem,	  DropdownMenuItem as _DropdownMenuItem,
src\app\support\sample-applications\page.tsx	40	  DropdownMenuTrigger,	  DropdownMenuTrigger as _DropdownMenuTrigger,
src\app\support\sample-applications\page.tsx	42	import { toast } from 'sonner';	import { toast as _toast } from 'sonner';
src\app\tags\page.tsx	34	import { Separator } from '@/components/ui/separator';	import { Separator as _Separator } from '@/components/ui/separator';
src\app\tags\page.tsx	58	  CheckCircle2,	  CheckCircle2 as _CheckCircle2,
src\app\tags\page.tsx	59	  X,	  X as _X,
src\app\tags\page.tsx	61	  Settings,	  Settings as _Settings,
src\app\tags\page.tsx	141	  const [viewMode, setViewMode] = useState<'list' | 'tree'>('list');	  const [_viewMode, setViewMode] = useState<'list' | 'tree'>('list');
src\app\tags\page.tsx	141	  const [_viewMode, setViewMode] = useState<'list' | 'tree'>('list');	  const [_viewMode, _setViewMode] = useState<'list' | 'tree'>('list');
src\app\tags\page.tsx	149	  const [versionDialogOpen, setVersionDialogOpen] = useState(false);	  const [_versionDialogOpen, setVersionDialogOpen] = useState(false);
src\app\tags\page.tsx	153	  const [viewingTagVersions, setViewingTagVersions] = useState<Tag | null>(null);	  const [_viewingTagVersions, setViewingTagVersions] = useState<Tag | null>(null);
src\app\tasks\page.tsx	24	  Select,	  Select as _Select,
src\app\tasks\page.tsx	25	  SelectContent,	  SelectContent as _SelectContent,
src\app\tasks\page.tsx	26	  SelectItem,	  SelectItem as _SelectItem,
src\app\tasks\page.tsx	27	  SelectTrigger,	  SelectTrigger as _SelectTrigger,
src\app\tasks\page.tsx	28	  SelectValue,	  SelectValue as _SelectValue,
src\app\tasks\page.tsx	39	  ArrowRight,	  ArrowRight as _ArrowRight,
src\app\tasks\page.tsx	40	  Send,	  Send as _Send,
src\app\tasks\planning\page.tsx	17	import { Separator } from '@/components/ui/separator';	import { Separator as _Separator } from '@/components/ui/separator';
src\app\templates\page.tsx	34	  Building,	  Building as _Building,
src\app\templates\page.tsx	125	        } catch (e) {	        } catch (_e) {
src\app\tender-crawl\page.tsx	25	  DialogTrigger,	  DialogTrigger as _DialogTrigger,
src\app\tender-crawl\page.tsx	35	  Filter,	  Filter as _Filter,
src\app\tender-crawl\page.tsx	36	  Download,	  Download as _Download,
src\app\tender-crawl\page.tsx	66	  const router = useRouter();	  const _router = useRouter();
src\app\tender-crawl\sources\page.tsx	8	import { Input } from '@/components/ui/input';	import { Input as _Input } from '@/components/ui/input';
src\app\tender-crawl\sources\page.tsx	30	  Select,	  Select as _Select,
src\app\tender-crawl\sources\page.tsx	31	  SelectContent,	  SelectContent as _SelectContent,
src\app\tender-crawl\sources\page.tsx	32	  SelectItem,	  SelectItem as _SelectItem,
src\app\tender-crawl\sources\page.tsx	33	  SelectTrigger,	  SelectTrigger as _SelectTrigger,
src\app\tender-crawl\sources\page.tsx	34	  SelectValue,	  SelectValue as _SelectValue,
src\app\tender-crawl\sources\page.tsx	53	  Eye,	  Eye as _Eye,
src\app\tender-crawl\sources\page.tsx	98	  const router = useRouter();	  const _router = useRouter();
src\app\workflows\[id]\design\page.tsx	9	import { Badge } from '@/components/ui/badge';	import { Badge as _Badge } from '@/components/ui/badge';
src\app\workflows\[id]\design\page.tsx	25	  Popover,	  Popover as _Popover,
src\app\workflows\[id]\design\page.tsx	26	  PopoverContent,	  PopoverContent as _PopoverContent,
src\app\workflows\[id]\design\page.tsx	27	  PopoverTrigger,	  PopoverTrigger as _PopoverTrigger,
src\app\workflows\[id]\design\page.tsx	29	import { Textarea } from '@/components/ui/textarea';	import { Textarea as _Textarea } from '@/components/ui/textarea';
src\app\workflows\[id]\design\page.tsx	34	  Plus,	  Plus as _Plus,
src\app\workflows\[id]\design\page.tsx	36	  Trash2,	  Trash2 as _Trash2,
src\app\workflows\page.tsx	36	  Edit,	  Edit as _Edit,
src\app\workflows\page.tsx	40	  FileText,	  FileText as _FileText,
src\components\app-header.tsx	29	  Calendar,	  Calendar as _Calendar,
src\components\app-header.tsx	31	  Calculator,	  Calculator as _Calculator,
src\components\app-header.tsx	32	  LayoutDashboard,	  LayoutDashboard as _LayoutDashboard,
src\components\app-header.tsx	34	  Moon,	  Moon as _Moon,
src\components\app-header.tsx	35	  Sun,	  Sun as _Sun,
src\components\app-header.tsx	37	  HelpCircle,	  HelpCircle as _HelpCircle,
src\components\app-header.tsx	57	  const router = useRouter();	  const _router = useRouter();
src\components\app-header.tsx	58	  const [searchOpen, setSearchOpen] = React.useState(false);	  const [_searchOpen, setSearchOpen] = React.useState(false);
src\components\app-header.tsx	72	        const navItem = mainNavItems.find(item => 	        const _navItem = mainNavItems.find(item => 
src\components\bid-document-purchases\purchase-form.tsx	161	  const [loading, setLoading] = useState(false);	  const [_loading, setLoading] = useState(false);
src\components\bid-document-purchases\purchase-form.tsx	161	  const [_loading, setLoading] = useState(false);	  const [_loading, _setLoading] = useState(false);
src\components\bid\create-bid-document-dialog.tsx	36	  ChevronDown,	  ChevronDown as _ChevronDown,
src\components\bid\create-bid-document-dialog.tsx	37	  CheckCircle,	  CheckCircle as _CheckCircle,
src\components\bid\create-bid-document-dialog.tsx	38	  AlertCircle,	  AlertCircle as _AlertCircle,
src\components\bid\document-overview-panel.tsx	10	import { Card, CardContent, CardDescription, CardHeader, CardTitle } from '@/components/ui/card';	import { Card, CardContent, CardDescription as _CardDescription, CardHeader, CardTitle } from '@/components/ui/card';
src\components\bid\document-review-panel.tsx	14	import { ScrollArea } from '@/components/ui/scroll-area';	import { ScrollArea as _ScrollArea } from '@/components/ui/scroll-area';
src\components\bid\document-review-panel.tsx	15	import { Separator } from '@/components/ui/separator';	import { Separator as _Separator } from '@/components/ui/separator';
src\components\bid\editor\editor-content.tsx	3	import { useState } from 'react';	import { useState as _useState } from 'react';
src\components\bid\editor\editor-content.tsx	5	import { Card, CardContent, CardHeader, CardTitle } from '@/components/ui/card';	import { Card, CardContent, CardHeader as _CardHeader, CardTitle } from '@/components/ui/card';
src\components\bid\editor\editor-content.tsx	5	import { Card, CardContent, CardHeader as _CardHeader, CardTitle } from '@/components/ui/card';	import { Card, CardContent, CardHeader as _CardHeader, CardTitle as _CardTitle } from '@/components/ui/card';
src\components\bid\editor\editor-content.tsx	15	  Clock, 	  Clock as _Clock, 
src\components\bid\editor\editor-content.tsx	16	  CheckCircle,	  CheckCircle as _CheckCircle,
src\components\bid\generation-progress-display.tsx	3	import { useState, useEffect, useCallback } from 'react';	import { useState, useEffect, useCallback as _useCallback } from 'react';
src\components\bid\version-compare.tsx	30	  DialogTrigger,	  DialogTrigger as _DialogTrigger,
src\components\bid\version-compare.tsx	41	  Eye,	  Eye as _Eye,
src\components\bid\version-compare.tsx	100	  const router = useRouter();	  const _router = useRouter();
src\components\bid\version-compare.tsx	151	    } catch (error) {	    } catch (_error) {
src\components\bid\version-compare.tsx	177	    } catch (error) {	    } catch (_error) {
src\components\bid\version-compare.tsx	196	    } catch (error) {	    } catch (_error) {
src\components\company\company-contacts-manager.tsx	24	  Select,	  Select as _Select,
src\components\company\company-contacts-manager.tsx	25	  SelectContent,	  SelectContent as _SelectContent,
src\components\company\company-contacts-manager.tsx	26	  SelectItem,	  SelectItem as _SelectItem,
src\components\company\company-contacts-manager.tsx	27	  SelectTrigger,	  SelectTrigger as _SelectTrigger,
src\components\company\company-contacts-manager.tsx	28	  SelectValue,	  SelectValue as _SelectValue,
src\components\company\company-contacts-manager.tsx	136	    } catch (error) {	    } catch (_error) {
src\components\company\company-contacts-manager.tsx	205	    } catch (error) {	    } catch (_error) {
src\components\company\company-contacts-manager.tsx	257	    } catch (error) {	    } catch (_error) {
src\components\company\company-file-list.tsx	131	  companyId,	  _companyId,
src\components\company\company-file-list.tsx	139	  const [deletingFileId, setDeletingFileId] = useState<number | null>(null);	  const [_deletingFileId, setDeletingFileId] = useState<number | null>(null);
src\components\company\company-file-list.tsx	191	    } catch (error) {	    } catch (_error) {
src\components\company\company-file-uploader.tsx	23	  FileText, 	  FileText as _FileText, 
src\components\company\company-file-uploader.tsx	27	  Calendar,	  Calendar as _Calendar,
src\components\company\company-selector.tsx	24	  Search,	  Search as _Search,
src\components\dashboard\project-dashboard.tsx	20	  PieChart,	  PieChart as _PieChart,
src\components\dashboard\project-dashboard.tsx	21	  Pie,	  Pie as _Pie,
src\components\dashboard\project-dashboard.tsx	22	  Cell,	  Cell as _Cell,
src\components\dashboard\project-dashboard.tsx	23	  BarChart,	  BarChart as _BarChart,
src\components\dashboard\project-dashboard.tsx	24	  Bar,	  Bar as _Bar,
src\components\dashboard\project-dashboard.tsx	33	  Users,	  Users as _Users,
src\components\dashboard\project-dashboard.tsx	83	const COLORS = ['#22c55e', '#3b82f6', '#f59e0b', '#ef4444'];	const _COLORS = ['#22c55e', '#3b82f6', '#f59e0b', '#ef4444'];
src\components\document\file-preview.tsx	7	import { Tabs, TabsContent, TabsList, TabsTrigger } from '@/components/ui/tabs';	import { Tabs as _Tabs, TabsContent, TabsList, TabsTrigger } from '@/components/ui/tabs';
src\components\document\file-preview.tsx	7	import { Tabs as _Tabs, TabsContent, TabsList, TabsTrigger } from '@/components/ui/tabs';	import { Tabs as _Tabs, TabsContent as _TabsContent, TabsList, TabsTrigger } from '@/components/ui/tabs';
src\components\document\file-preview.tsx	7	import { Tabs as _Tabs, TabsContent as _TabsContent, TabsList, TabsTrigger } from '@/components/ui/tabs';	import { Tabs as _Tabs, TabsContent as _TabsContent, TabsList as _TabsList, TabsTrigger } from '@/components/ui/tabs';
src\components\document\file-preview.tsx	7	import { Tabs as _Tabs, TabsContent as _TabsContent, TabsList as _TabsList, TabsTrigger } from '@/components/ui/tabs';	import { Tabs as _Tabs, TabsContent as _TabsContent, TabsList as _TabsList, TabsTrigger as _TabsTrigger } from '@/components/ui/tabs';
src\components\document\file-preview.tsx	9	import { Separator } from '@/components/ui/separator';	import { Separator as _Separator } from '@/components/ui/separator';
src\components\document\file-preview.tsx	80	export function FilePreview({ fileId, fileName, fileUrl, onDownload }: FilePreviewProps) {	export function FilePreview({ fileId, _fileName, fileUrl, onDownload }: FilePreviewProps) {
src\components\document\file-preview.tsx	80	export function FilePreview({ fileId, _fileName, fileUrl, onDownload }: FilePreviewProps) {	export function FilePreview({ fileId, _fileName, _fileUrl, onDownload }: FilePreviewProps) {
src\components\document\file-preview.tsx	87	  const [totalPages, setTotalPages] = React.useState(1);	  const [totalPages, _setTotalPages] = React.useState(1);
src\components\editor\ai-inline-editor.tsx	9	import { Input } from '@/components/ui/input';	import { Input as _Input } from '@/components/ui/input';
src\components\editor\ai-inline-editor.tsx	28	  Popover,	  Popover as _Popover,
src\components\editor\ai-inline-editor.tsx	29	  PopoverContent,	  PopoverContent as _PopoverContent,
src\components\editor\ai-inline-editor.tsx	30	  PopoverTrigger,	  PopoverTrigger as _PopoverTrigger,
src\components\editor\ai-inline-editor.tsx	41	  ChevronDown,	  ChevronDown as _ChevronDown,
src\components\editor\ai-inline-editor.tsx	227	            } catch (e) {	            } catch (_e) {
src\components\global-search.tsx	8	  DialogHeader,	  DialogHeader as _DialogHeader,
src\components\global-search.tsx	9	  DialogTitle,	  DialogTitle as _DialogTitle,
src\components\image-generation-dialog.tsx	19	import { Input } from '@/components/ui/input';	import { Input as _Input } from '@/components/ui/input';
src\components\image-generation-dialog.tsx	82	  const [referenceImages, setReferenceImages] = useState<string[]>([]);	  const [referenceImages, _setReferenceImages] = useState<string[]>([]);
src\components\image-selector.tsx	8	import { useState } from 'react';	import { useState as _useState } from 'react';
src\components\image-selector.tsx	9	import { Button } from '@/components/ui/button';	import { Button as _Button } from '@/components/ui/button';
src\components\layout\app-layout.tsx	275	function NavChildItem({ child, pathname, level = 1 }: { child: NavItem; pathname: string; level?: number }) {	function NavChildItem({ child, pathname, _level = 1 }: { child: NavItem; pathname: string; level?: number }) {
src\components\matrix\matrix-dashboard.tsx	31	  FileText,	  FileText as _FileText,
src\components\matrix\matrix-dashboard.tsx	34	  CheckCircle,	  CheckCircle as _CheckCircle,
src\components\matrix\matrix-dashboard.tsx	35	  Clock,	  Clock as _Clock,
src\components\matrix\matrix-dashboard.tsx	37	  Eye,	  Eye as _Eye,
src\components\matrix\matrix-dashboard.tsx	38	  Download,	  Download as _Download,
src\components\mobile-nav.tsx	12	  User,	  User as _User,
src\components\parse\document-reader.tsx	5	import { Card, CardContent, CardDescription, CardHeader, CardTitle } from '@/components/ui/card';	import { Card, CardContent, CardDescription as _CardDescription, CardHeader, CardTitle } from '@/components/ui/card';
src\components\parse\parse-dashboard.tsx	6	import { Tabs, TabsContent, TabsList, TabsTrigger } from '@/components/ui/tabs';	import { Tabs as _Tabs, TabsContent, TabsList, TabsTrigger } from '@/components/ui/tabs';
src\components\parse\parse-dashboard.tsx	6	import { Tabs as _Tabs, TabsContent, TabsList, TabsTrigger } from '@/components/ui/tabs';	import { Tabs as _Tabs, TabsContent as _TabsContent, TabsList, TabsTrigger } from '@/components/ui/tabs';
src\components\parse\parse-dashboard.tsx	6	import { Tabs as _Tabs, TabsContent as _TabsContent, TabsList, TabsTrigger } from '@/components/ui/tabs';	import { Tabs as _Tabs, TabsContent as _TabsContent, TabsList as _TabsList, TabsTrigger } from '@/components/ui/tabs';
src\components\parse\parse-dashboard.tsx	6	import { Tabs as _Tabs, TabsContent as _TabsContent, TabsList as _TabsList, TabsTrigger } from '@/components/ui/tabs';	import { Tabs as _Tabs, TabsContent as _TabsContent, TabsList as _TabsList, TabsTrigger as _TabsTrigger } from '@/components/ui/tabs';
src\components\parse\parse-dashboard.tsx	9	import { Separator } from '@/components/ui/separator';	import { Separator as _Separator } from '@/components/ui/separator';
src\components\parse\parse-dashboard.tsx	26	  DialogTrigger,	  DialogTrigger as _DialogTrigger,
src\components\parse\parse-dashboard.tsx	31	  FileText,	  FileText as _FileText,
src\components\parse\parse-dashboard.tsx	36	  Clock,	  Clock as _Clock,
src\components\parse\parse-dashboard.tsx	40	  X,	  X as _X,
src\components\parse\parse-dashboard.tsx	41	  Search,	  Search as _Search,
src\components\parse\parse-dashboard.tsx	228	  const formatDate = (dateStr: string | null) => {	  const _formatDate = (dateStr: string | null) => {
src\components\project\process-records.tsx	37	import { Separator } from '@/components/ui/separator';	import { Separator as _Separator } from '@/components/ui/separator';
src\components\support\application-reviews.tsx	23	  Clock,	  Clock as _Clock,
src\components\support\application-reviews.tsx	25	  AlertCircle,	  AlertCircle as _AlertCircle,
src\components\tags\advanced-search-panel.tsx	29	import { Switch } from '@/components/ui/switch';	import { Switch as _Switch } from '@/components/ui/switch';
src\components\tags\advanced-search-panel.tsx	127	  const entityTypeOptions = [	  const _entityTypeOptions = [
src\components\tags\advanced-search-panel.tsx	266	  const toggleEntityType = (entityType: string) => {	  const _toggleEntityType = (entityType: string) => {
src\components\tags\favorites-panel.tsx	6	import { Card, CardContent, CardHeader, CardTitle } from '@/components/ui/card';	import { Card, CardContent, CardHeader, CardTitle as _CardTitle } from '@/components/ui/card';
src\components\tags\statistics-panel.tsx	15	  Users,	  Users as _Users,
src\components\tags\statistics-panel.tsx	20	import { cn } from '@/lib/utils';	import { cn as _cn } from '@/lib/utils';
src\components\templates\template-category-manager.tsx	42	  Palette,	  Palette as _Palette,
src\components\tender-alert-panel.tsx	16	  Building2,	  Building2 as _Building2,
src\components\tender-alert-panel.tsx	18	  Trash2,	  Trash2 as _Trash2,
src\components\tender-alert-panel.tsx	19	  AlertCircle,	  AlertCircle as _AlertCircle,
src\components\tender-alert-panel.tsx	20	  FileText,	  FileText as _FileText,
src\components\ui\tree.tsx	5	import { ChevronRight } from 'lucide-react';	import { ChevronRight as _ChevronRight } from 'lucide-react';
src\db\reset.ts	85	async function recreateSchema(): Promise<void> {	async function _recreateSchema(): Promise<void> {
src\db\schema.ts	2317	export const meetingMinutesRelations = relations(meetingMinutes, ({ one, many }) => ({	export const meetingMinutesRelations = relations(meetingMinutes, ({ one, _many }) => ({
src\db\schema.ts	2328	export const contactRecordsRelations = relations(contactRecords, ({ one, many }) => ({	export const contactRecordsRelations = relations(contactRecords, ({ one, _many }) => ({
src\db\schema.ts	2497	function decimal(name: string, options: { precision: number; scale: number }) {	function decimal(name: string, _options: { precision: number; scale: number }) {
src\db\schema.ts	5688	export const orgTemplatesRelations = relations(orgTemplates, ({ one, many }) => ({	export const orgTemplatesRelations = relations(orgTemplates, ({ one, _many }) => ({
src\db\seed.ts	24	import { eq } from 'drizzle-orm';	import { eq as _eq } from 'drizzle-orm';
src\db\seed.ts	125	    if (result.rowCount && result.rowCount > 0) count++;	    if (result.rowCount && result.rowCount > 0) _count++;
src\db\seed.ts	137	  const techDept = depts.find(d => d.code === 'TECH');	  const _techDept = depts.find(d => d.code === 'TECH');
src\hooks\use-bid.ts	60	    mutationFn: ({ id, data, documentId }: { id: number; data: any; documentId: number }) => 	    mutationFn: ({ id, data, _documentId }: { id: number; data: any; documentId: number }) => 
src\hooks\use-bid.ts	71	    mutationFn: ({ id, documentId }: { id: number; documentId: number }) => bidService.deleteChapter(id),	    mutationFn: ({ id, _documentId }: { id: number; documentId: number }) => bidService.deleteChapter(id),
src\hooks\use-stream-llm.ts	136	            } catch (e) {	            } catch (_e) {
src\lib\ai-governance\service.ts	8	import { eq, and, desc, avg, count } from 'drizzle-orm';	import { eq, and, desc, avg, count as _count } from 'drizzle-orm';
src\lib\ai\ai-service.ts	20	import { Config, LLMClient, HeaderUtils, type Message } from 'coze-coding-dev-sdk';	import { Config as _Config, LLMClient, HeaderUtils, type Message } from 'coze-coding-dev-sdk';
src\lib\ai\ai-service.ts	20	import { Config as _Config, LLMClient, HeaderUtils, type Message } from 'coze-coding-dev-sdk';	import { Config as _Config, LLMClient as _LLMClient, HeaderUtils, type Message } from 'coze-coding-dev-sdk';
src\lib\ai\ai-service.ts	20	import { Config as _Config, LLMClient as _LLMClient, HeaderUtils, type Message } from 'coze-coding-dev-sdk';	import { Config as _Config, LLMClient as _LLMClient, HeaderUtils as _HeaderUtils, type Message } from 'coze-coding-dev-sdk';
src\lib\ai\recommendation-service.ts	6	import { LLMClient, Config, HeaderUtils } from 'coze-coding-dev-sdk';	import { LLMClient, Config, HeaderUtils as _HeaderUtils } from 'coze-coding-dev-sdk';
src\lib\alert\alert-service.ts	6	import { db } from '@/db/index';	import { db as _db } from '@/db/index';
src\lib\alert\service.ts	10	  competitors,	  competitors as _competitors,
src\lib\alert\service.ts	11	  bidDecisions,	  bidDecisions as _bidDecisions,
src\lib\alert\service.ts	13	import { eq, and, lte, gte, lt, desc, sql } from 'drizzle-orm';	import { eq, and, lte, gte, lt, desc as _desc, sql } from 'drizzle-orm';
src\lib\alert\service.ts	13	import { eq, and, lte, gte, lt, desc as _desc, sql } from 'drizzle-orm';	import { eq, and, lte, gte, lt, desc as _desc, sql as _sql } from 'drizzle-orm';
src\lib\analytics\report-service.ts	8	import { sql, eq, and, gte, lte, desc, count } from 'drizzle-orm';	import { sql, eq as _eq, and, gte, lte, desc, count } from 'drizzle-orm';
src\lib\analytics\report-service.ts	8	import { sql, eq as _eq, and, gte, lte, desc, count } from 'drizzle-orm';	import { sql, eq as _eq, and, gte, lte, desc as _desc, count } from 'drizzle-orm';
src\lib\analytics\report-service.ts	208	    startDate?: Date,	    _startDate?: Date,
src\lib\analytics\report-service.ts	209	    endDate?: Date	    _endDate?: Date
src\lib\analytics\report-service.ts	232	    startDate?: Date,	    _startDate?: Date,
src\lib\analytics\report-service.ts	233	    endDate?: Date	    _endDate?: Date
src\lib\analytics\report-service.ts	252	    startDate?: Date,	    _startDate?: Date,
src\lib\analytics\report-service.ts	253	    endDate?: Date	    _endDate?: Date
src\lib\analytics\report-service.ts	272	    startDate?: Date,	    _startDate?: Date,
src\lib\analytics\report-service.ts	273	    endDate?: Date	    _endDate?: Date
src\lib\analytics\report-service.ts	293	    startDate?: Date,	    _startDate?: Date,
src\lib\analytics\report-service.ts	294	    endDate?: Date	    _endDate?: Date
src\lib\analytics\report-service.ts	323	    const { startDate, endDate, filters } = options;	    const { startDate, endDate, _filters } = options;
src\lib\analytics\report-service.ts	355	  static formatForChart(data: any, chartType: 'bar' | 'line' | 'pie' | 'table'): any {	  static formatForChart(data: any, _chartType: 'bar' | 'line' | 'pie' | 'table'): any {
src\lib\api\docs-generator.ts	6	import { NextResponse } from 'next/server';	import { NextResponse as _NextResponse } from 'next/server';
src\lib\api\error-handler.ts	322	type AsyncHandler<T = unknown> = (	type AsyncHandler<_T = unknown> = (
src\lib\api\validators.ts	1	import { NextRequest } from 'next/server';	import { NextRequest as _NextRequest } from 'next/server';
src\lib\api\version-control.ts	141	    defaultVersion = LATEST_VERSION,	    _defaultVersion = LATEST_VERSION,
src\lib\approval\annotation.ts	6	import { db } from '@/db';	import { db as _db } from '@/db';
src\lib\approval\annotation.ts	7	import { approvalRecords, users } from '@/db/schema';	import { approvalRecords as _approvalRecords, users } from '@/db/schema';
src\lib\approval\annotation.ts	7	import { approvalRecords as _approvalRecords, users } from '@/db/schema';	import { approvalRecords as _approvalRecords, users as _users } from '@/db/schema';
src\lib\approval\annotation.ts	8	import { eq, and, desc } from 'drizzle-orm';	import { eq as _eq, and, desc } from 'drizzle-orm';
src\lib\approval\annotation.ts	8	import { eq as _eq, and, desc } from 'drizzle-orm';	import { eq as _eq, and as _and, desc } from 'drizzle-orm';
src\lib\approval\annotation.ts	8	import { eq as _eq, and as _and, desc } from 'drizzle-orm';	import { eq as _eq, and as _and, desc as _desc } from 'drizzle-orm';
